排名,up主,视频链接,视频描述,三连量,播放量,排行分数,标签,标题,弹幕数
481,因为洗面奶,http://www.bilibili.com/video/av840684284,"芜湖好汉芜松回家探望哥哥，途中路过景阳冈。正是晌午时候，芜松走得肚中饥渴，望见前面有一家酒店，门前挑着一面旗，上头写着九个字∶“肉蛋葱鸡三碗不过冈。”芜松对肉蛋葱鸡早有耳闻，垂涎欲滴，尝后大喜，连吃十八碗。听闻店小二口中景阳冈猛虎王出没，芜松酒足饭饱，不以为然，准备继续赶路。傍晚酒力发作，准备傍一块青石入睡，忽然狂风呼啸，一条吊睛白额大虫飞扑而来...
芜松究竟能否见到哥哥芜大郎呢？请观看《芜松打虎》...",597,54195,54195,bilibili新星计划&&大司马&&武松打虎&&芜湖大司马&&搞笑&&水浒传&&可爱&&鬼畜调教&&自制&&马老师,景 阳 冈 芜 松 打 虎,260
482,平凡的144哒,http://www.bilibili.com/video/av370850313,音源：茶几君梦二,1850,54014,54014,bilibili新星计划&&鬼畜调教&&搞笑&&鬼畜&&特朗普&&川普&&没人比我更懂,【特朗普】?没有人 ?比我 ?更懂 ☝️鬼畜,219
483,ALONEWOLF-JOE,http://www.bilibili.com/video/av795516600,"纯手机剪辑，制作不易啊！这个系列是我最喜欢的，不希望它凉掉啊！
各位观众老爷能不能给个三连，实在不行给个免费的赞呗！感谢感谢
素材来源:larva爆笑虫子",150,53993,53993,百万剪辑师挑战&&鬼畜配音&&药水哥&&卢本伟&&PDD,【卢  本  虫】第  二  集,37
484,似梦如夕,http://www.bilibili.com/video/av540764965,国内首款，太智能，太好用了！我小孩用后都哭了三天了！等等，我好像女票都没有……,1681,53908,53908,bilibili新星计划&&粤语&&鬼畜调教&&搞笑&&广东&&粤知一二&&郭嘉峰&&鬼畜&&人工智能&&Q宝,【峰宝】国内首款内置郭嘉峰骚话语音包的人工智能,585
485,咆哮丶土拨鼠,http://www.bilibili.com/video/av838251217,准！备！捉！妖！！！！！！！,660,53847,53847,百万剪辑师挑战&&大威天龙&&法海&&青蛇&&洗脑&&搞笑&&赵文卓&&最强法海&&RAP&&希望没事,每天一遍，蛇妖再见,153
486,十代冥王,http://www.bilibili.com/video/av795694883,"在很久以前，人类在隔绝的环境里享受了很久的和平
直到那一天，超大型巨人的出现，打破了这里的安宁
他们是什么人？他们为什么会出现？
让我们一同来揭晓，巨人的秘密！
啊啊啊啊啊啊，这个视频从开始着手去做，差不多快3个月了
感谢大家这么耐心的等下去~~
做这种3d动画真的特别耗费精力！给缝合貓点大大的赞！@缝合貓
感谢黑枕小姐姐的配音！@黑枕Makura
大家喜欢的话，一定要点赞三连还有关注呀！
这个关系到这个系列要不要继续做下去...",1314,53547,53547,搞笑&&抽象&&黑手&&进击的巨人&&三日杀神&&鬼畜&&巨魔&&giao&&奥利给&&冬泳怪鸽,【进击的黑手】黑恶巨人登场！,231
487,position06,http://www.bilibili.com/video/av838340853,"最近这个梗好像挺火的。这个是一个模仿俄罗斯人吃东西的抖音博主，叫@新二的快乐生活。每天拍的吃播视频除了食物以外台词动作构图全部都一样。
其实一直想做比较带感的视频，正好有这个机会，做了一整天水了一个这个。
BGM：karate - r3hab/kshmr",1027,53013,53013,全能打卡挑战&&搞笑&&岛市老八&&电音&&r3hab&&小鸟伏特加&&哈了少&&奥利给&&zbc&&雷霆嘎巴,电⚡音⚡小⚡鸟⚡伏⚡特⚡加,146
488,桂秋酱,http://www.bilibili.com/video/av753102587,"第一集：BV1ut4y1m7ND
纯属娱乐
本集演员：花少北 lexburner
喜欢的话可以一键三连加关注 拜托啦这对我真的很重要！
（我配老蕾字幕的时候羞耻得跟中国拜看自己鬼畜一样
之后本系列应该会把阴阳怪气全员都安排上的 目前只是因为没戏份 大家不用急嗷 这么优秀的五个演员我怎么会漏!!",2664,52838,52838,鬼畜&&搞笑&&lex&&lexburner&&花少北,阴阳梦（二） 阴阳怪气家庭伦理不连续剧,693
489,你为何看我名字,http://www.bilibili.com/video/av925825660,QQ交流群797613380,921,52751,52751,老八&&奥利给&&岛市老八&&影流之主&&黑手&&冬泳怪鸽&&好活&&带制作&&整活&&公主连结Re:Dive,整 活 连 结,108
490,清澈小老弟,http://www.bilibili.com/video/av838358477,"这期应该是爆笑虫子的最后一期了，希望能逗大家一乐
这次一定？",507,52607,52607,全能打卡挑战&&卢本伟&&搞笑视频&&PDD&&爆笑虫子&&鬼畜调教&&旭旭宝宝,【爆笑虫子】吃马老师屁,115
491,快乐阿依,http://www.bilibili.com/video/av795743219,"结尾彩蛋！！！
质量保证，全程对口型！
还不来个三连！！！",1450,52284,52284,bilibili新星计划&&搞笑视频&&乌仁吉&&噶韭菜&&雄凤山&&神医&&鬼畜调教&&韭菜&&三天之内&&搞笑&&买瓜,【神医】买韭菜重制版：三天之内噶了你,302
492,组成哥,http://www.bilibili.com/video/av968090177,桐生战猪危险的变身！,159,52169,52169,全能打卡挑战&&罗志祥&&罗志祥周扬青&&多人运动&&小猪&&周扬青&&蝴蝶姐姐&&肾虚公子&&鬼畜&&假面骑士&&特摄&&桐生战兔,【罗志祥】肾虚的代价！ 桐生战猪危险的变身,41
493,小八真的按了,http://www.bilibili.com/video/av753155798,"巨色，狗贼，皮皮，三人的鬼畜
希望大家喜欢，会继续做下去的。",1605,51910,51910,全能打卡挑战&&付导&&解说拒绝&&屠夫哥哥我皮痒&&黎明杀机&&人皇,人皇去了僵尸电影里会怎么样？,440
494,风云熊,http://www.bilibili.com/video/av710704537,用百度地图导航，不仅把我送到了目的地，还顺便来了段RAP！一定要看到最后，大家看完记得三连！,195,51875,51875,搞笑&&鬼畜&&全明星,【全明星rap】我的导航语音成精了,71
495,深度研究所,http://www.bilibili.com/video/av968226938,"中文字幕，转自：https://youtu.be/jJo0nt9abZs
转载自油管：Maestro Ziikos
感谢观看，三连关注，下期再见",726,51645,51645,鬼畜调教&&搞笑&&川建国&&DONALDTRUMP&&YOUTUBE&&洗脑循环&&鬼畜&&恶搞&&川普&&特朗普,油管超火的特朗普的鬼畜,86
496,亚特的猫,http://www.bilibili.com/video/av840739956,"先赞后看，已成习惯
萌新求个三连，不过分吧",301,51606,51606,bilibili新星计划&&卢本伟&&爆笑虫子&&pdd&&搞笑&&鬼畜调教&&剪辑,【爆笑虫子】第三弹 之【诸神之战】五五开 PDD 茄子 旭旭宝宝,53
497,派林诺,http://www.bilibili.com/video/av968107914,"信 仰 （大嘘）
midi：Doursay",341,51579,51579,bilibili新星计划&& 炉石传说&&鬼畜调教&&人力VOCALOID&&正道的光&&土味&&感动&&电子竞技&&B站方文山,正道的光，照在了护甲上,69
498,深度研究所,http://www.bilibili.com/video/av838165348,"英文字幕，转自：https://youtu.be/RbM2F-cfN0A
特朗普教你唱China
转载自油管：Chris Kogos
感谢观看，三连关注，下期再见",994,51183,51183,鬼畜调教&&搞笑&&川建国&&YOUTUBE&&鬼畜素材&&洗脑循环&&鬼畜&&恶搞&&川普&&特朗普,特朗普教你唱China,224
499,神一样的帅比杰,http://www.bilibili.com/video/av840551975,"BGM：Cyka Blyat 最新
素材:你们的童年
仙剑不裂：BV1DC4y1H78r
大威天龙博士：BV14g4y1i7iZ",913,50873,50873,bilibili新星计划&&铠甲勇士&&苏卡不列&&帝皇侠&&铠甲&&毁童年,铠甲不裂,175
500,宇智钵啥是gay,http://www.bilibili.com/video/av540637688,共同创作：@小厨司,813,50774,50774,百万剪辑师挑战&&叶问&&芜湖大司马&&泰拳&&马老师&&搞笑&&鬼畜,野 王 大 司 马,169
381,不太会剪辑的水水,http://www.bilibili.com/video/av753260195,鬼畜萌新！跪求三连！,1112,75919,75919,鬼畜配音&&全明星鬼畜&&最终鬼畜&&茄子&&CSGO&&战争&&电影&&枪乐&&CSGO茄子&&白给,前方核能！《茄海行动》！震撼来袭！,347
382,五羊城野驴-37424,http://www.bilibili.com/video/av840702550,"游戏区up主玩一下鬼畜
即将登场的机甲：暴风司马   切尔诺.五五开   尤里卡裂开者",1957,75866,75866,鬼畜&&环太平洋&&CSGO&&大茄子&&CSGO毛子&&白给&&WDNMD&&搞笑&&闸总,建议改成：【环太茄洋】危 险 白 给 者,496
383,百变坤坤,http://www.bilibili.com/video/av370808597,"bgm:Sold out
使用素材:BV1T5411s7K9
喜欢的话请点一个赞吧！",947,75267,75267,百万剪辑师挑战&&社会摇&&抽象&&土味&&土嗨&&小鸟伏特加&&鬼畜&&搞笑&&哈拉少&&剪辑,建议改成：取 消 后 摇2.0,117
384,球球特别大,http://www.bilibili.com/video/av795810409,近日，几位精神小伙用乒乓球弹出了电音，并取名为“Ping-pong Bounce”。,1824,75040,75040,电音&&乒乓球&&搞笑,他打乒乓球打出了电音,420
385,一只潘某人,http://www.bilibili.com/video/av328126096,兄弟萌 给个三连 点个关注吧,918,74802,74802,bilibili新星计划&&搞笑&&搞笑视频&&可爱&&周淑怡&&奥特曼&&周姐&&HAPE&&迪迦奥特曼&&逗比,【周淑怡】《怡迦奥特曼》第一集,430
321,六六的裙子,http://www.bilibili.com/video/av753312228,说话一定要快一点。,1573,98225,98225,全能打卡挑战&&大威天龙&&赵文卓&&青蛇&&诸葛亮&&法海&&洗脑,最 强 诸 葛 亮,386
322,树深时见鹿dear,http://www.bilibili.com/video/av455858284,简介你们来想吧,2468,98132,98132,搞笑&&卢本伟&&五五开&&康熙王朝&&吴亦凡&&斗地主&&赌怪&&康熙怒斥群臣,卢 本 伟 怒 斥 群 臣 删 减 版,653
323,不太会剪辑的水水,http://www.bilibili.com/video/av925734775,"没错就是这个能取消后摇的男人！
小鸟伏特加 雷霆嘎巴 无情哈拉少 ZBC
第一次做鬼畜 跪求关注！",1432,96670,96670,鬼畜配音&&全明星鬼畜&&最终鬼畜&&鬼畜&&小鸟伏特加&&雷霆嘎吧&&新二&&无情哈拉少&&ZBC&&原创,小鸟伏特加 雷霆嘎巴 无情哈拉少 ZBC,240
324,鋃月,http://www.bilibili.com/video/av328308681,笑死了哈哈哈,1881,96225,96225,王雷&&林北&&雷宝&&鬼畜调教,雷宝—— 一款内置王雷的智能语音,325
325,OELoop,http://www.bilibili.com/video/av668060325,"万物起，皆为生灵。东方雄狮，悄然苏醒！
作词、作曲 GAI 周延，原曲《当潮不让》",722,95510,95510,鬼畜调教&&中国潮中国造,《当潮不让》鬼畜版！,242
326,爱吃仙贝的小猪,http://www.bilibili.com/video/av925862039,"感谢马掌门承包了一周的笑点???
小朋友接化发动作你学会了吗？",1089,95405,95405,全能打卡挑战&&鬼畜调教&&马保国&&格斗&&武术&&太极拳&&搞笑&&洗脑循环,亚洲舞王马保国,221
327,辛巳年没有落幕,http://www.bilibili.com/video/av413098768,"素材：来源于抖音——新二的快乐生活
第一次制作鬼畜，只求三连，三连，三连！",1916,95384,95384,8848钛金手机&&哈拉少&&8848&&鬼畜&&哈了少&&无情哈拉少,8848哈拉少手机,347
328,鬼畜伊鸽,http://www.bilibili.com/video/av883184014,"很高兴这次能参加泠鸢生日前夜祭的合作，作品还有很多不足，请大家多多包涵啦。话说里面也有出现小天使，算不算也帮小天使庆生了？（滑稽）
----------------------------------------------------------------------
BGM：Cake - Flo Rida（我在三种版本的基础上进行了一些改动）
感谢@泠鸢直播高能精剪@泠音工作室@帅冷冷QUQ的视频素材",6466,94575,94575,泠鸢YOUSA&&冷鸟&&VUP&&虚拟主播&&RAP&&鬼畜&&hanser&&泠鸢生贺&&洗脑循环&&搞笑,【泠鸢RAP】冷鸟单推人dio【前夜祭单品】,235
329,深海色带鱼,http://www.bilibili.com/video/av753214590,"矮大紧老师的节目我是期期都看啊！那怎么能不把他给鬼畜一下呢？
微博@深海色带鱼",596,94096,94096,鬼畜调教&&深海色带鱼&&搞笑&&高晓松&&三国&&沙雕&&三国志战略版,【高晓松Rap】这才是真正的凉州大妈，横行天下！,145
386,孔特里亚诺诺,http://www.bilibili.com/video/av540608130,重置一下希望大家喜欢,1470,74704,74704,bilibili新星计划&&电棍&&炫狗&&山泥若&&大司马&&猪猪,动 物 兄 弟,102
387,兰梓,http://www.bilibili.com/video/av328040989,"原电影：John Wick（疾速追杀）
觉得有趣的话就点个三连吧~期待后续可以点一下关注~",1756,74459,74459,卢本伟&&五五开&&换头&&John Wick&&约翰威克&&疾速追杀&&COD16&&鬼畜调教&&现代战争&&配音,约  翰  伟  克  (第一章)【卢本伟主演】,250
388,核动力路灯,http://www.bilibili.com/video/av838160414,"这位up主终于想起来怎么调音了。
天哪，我的老伙计，你想知道我为什么做鬼畜吗？真是见鬼，其实我也不太了解。看在上帝的份上，为什么不给我一个三连呢？真是太不可思议了，究竟是谁给了我这样的自信。",1194,74366,74366,bilibili新星计划&&大司马&&芜湖大司马&&马老师&&酒桶&&LOL&&肉蛋葱鸡&&加密通话&&鬼畜&&酒醉的蝴蝶,【大司马】酒桶的蝴蝶,294
389,机智di蠢蠢,http://www.bilibili.com/video/av710821616,大威天龙！世尊地藏！般若诸佛！！！,879,74290,74290,全能打卡挑战&&大威天龙&&卢本伟&&大司马&&余小c,【复联四删减片段】法海大战三巨头(卢本伟、大司马、余小c),156
390,槑莠晠,http://www.bilibili.com/video/av413105253,"第一次做视频可能有些瑕疵。
喜欢的观众请点个关注和一键三连啊，拜托啦！！！",363,73748,73748,大司马,真· 司 诺 克 解 说 员,253
461,STF臭豆腐弹,http://www.bilibili.com/video/av455618884,如果视频能被大家看见，那真的感谢B站对于年轻Up主们表达的包容和努力～！,1005,58117,58117,搞笑&&鬼畜调教&&雄氏老方&&后浪&&正能量&&演讲&&韭菜&&青年&&恶搞,《韭浪》,101
462,诗轩_,http://www.bilibili.com/video/av795742977,"这是简介
原素材视频 BV1js411878a    BV1Es41187aj   BV1Es41187hj
这次天皇化身愤怒的马里奥",1187,58031,58031,全能打卡挑战&&鬼畜调教&&周淑怡&&孙笑川&&带带大师兄&&抽象&&超级玛丽&&马里奥&&鬼畜&&白给,【孙笑川】超级玛丽2,249
463,球球特别大,http://www.bilibili.com/video/av837981688,"快把蕾丝吐出来，要电死了
BGM：David Guetta,Martin Garrix,Brooks - Like I Do
素材来源：dou音696945861
谢谢@yquisodh的提议",856,57612,57612,打开吧！脑洞&&电音&&搞笑&&猫,小嘴儿通了电,143
464,我想吃盖饭,http://www.bilibili.com/video/av968244569,"【卢本熊】第一集：BV1j54y1D7bm
【卢本熊】第二集：BV1EK411W78V
【卢本熊】第三集：BV1vp4y1Q75E
【卢本熊】第五集：BV11v411z73i
喜欢的话，不妨三连~
持续连载中~
关注投币点赞收藏对我帮助很大！
谢谢各位了！",1271,57460,57460,全能打卡挑战&&搞笑&&鬼畜调教&&卢本伟&&鬼畜&&动物世界&&孙笑川&&天皇&&五五开&&鬼畜剧,原 声 大 碟【卢本熊】 第四集  天皇的阴谋,664
465,Ximenbao,http://www.bilibili.com/video/av328248555,"逍遥散人 x 《名侦探柯南》第二期！
开头BGM：ZARD「运命のルーレット廻して」（《名侦探柯南》OP4）",1932,57358,57358,打开吧！脑洞&&推理&&悬疑&&散人&&逍遥散人&&名侦探&&名侦探柯南&&破案&&柯南&&运命のルーレット廻して,逍 遥 神 探，在 线 破 案（第二期）,1365
466,吉布斯焓,http://www.bilibili.com/video/av243104968,点个赞吧，勇士！,169,57146,57146,bilibili新星计划&&DNF&&周杰伦&&地下城与勇士&&鬼畜调教&&毒奶粉&&风一样的勇士,【DNF】风一样的勇士（没有周董敲不了的歌）,155
330,ZjyDio,http://www.bilibili.com/video/av710546896,"玛卡巴卡大悲咒 · 神奇版
视频制作/对接：-_弥生_-
调音：ZhongZN",1363,93435,93435,打开吧！脑洞&&鬼畜调教&&玛卡巴卡&&花园宝宝&&大悲咒,【大悲咒】玛卡巴卡 · 神奇版,108
331,耐揍9-Zoubez,http://www.bilibili.com/video/av925600678,"喜欢别忘了三连啊！！！
原片：《沙雕救援队》",5247,93160,93160,bilibili新星计划&&孙笑川&&鬼畜剧&&卢本伟&&PDD&&蔡徐坤&&儒雅随和&&孙狗&&天皇,滑 雪 带 冒 险,587
332,酸黄瓜碎梦,http://www.bilibili.com/video/av710790601,好累,677,93002,93002,搞笑剪辑&&小鸟伏特加&&哈拉少&&抽象&&奥利给,建议改成:取消后摇,122
333,超萌影酱,http://www.bilibili.com/video/av370846801,"传闻中的陈芊芊
太TM上头了，当街强抢老公，然后再告诉他：孩子不是你的，但媳妇是你的呀！
就问你刺不刺激~",1073,92638,92638,鬼畜&&鬼畜调教&&搞笑&&传闻中的陈芊芊&&赵露思&&丁禹兮&&陈芊芊&&韩烁,希望韩烁没事?,246
334,鸡鸡·夫斯基,http://www.bilibili.com/video/av200650710,"混音：饭団子P
唱歌就唱歌，怎么骂人呢",2410,92457,92457,布施明&&药水哥,【药水哥】吸鼠霸王啊啊啊啊啊啊,341
335,倒悬的橘子,http://www.bilibili.com/video/av753289768,周三就来七块七，那才叫爽！,1765,92134,92134,鬼畜调教&&德克士&&周三,【全明星】大田后生仔 那才叫爽！,657
336,咕叽ペ,http://www.bilibili.com/video/av840675588,我好鸽啊~~,3903,90990,90990,JOJO&&鬼畜调教&&白金之星&&JOJO的奇妙冒险&&搞笑&&空条承太郎&&洗脑循环&&承太郎&&卖鱼强&&欧拉欧拉,【哲学】白金之星,177
337,诗轩_,http://www.bilibili.com/video/av710636127,"这是简介
原素材视频 BV16x411J7v8
这次天皇化身马里奥",1931,90444,90444,鬼畜调教&&周淑怡&&孙笑川&&带带大师兄&&抽象&&超级玛丽&&马里奥&&药水哥&&儒雅随和&&鬼畜,【孙笑川】超级玛丽,178
338,苏诺肆eu,http://www.bilibili.com/video/av838016528,"自制。
制作了二十天左右吧，把爱情公寓反复浏览了几遍
不知道大家喜欢看什么类型的，视频一直凉，挺难受的，或许我应该好好思考一下以后要不要做鬼畜",2165,90435,90435,爱情公寓&&鬼畜调教&&搞笑&&吕子乔&&肾宝,【爱情公寓rap】骚话不断，人均押韵狂魔,303
339,推背兔の,http://www.bilibili.com/video/av840776185,骑台铃电动车最神气，相同电量能多跑几公里，节能省电核心科技，完美解决续航焦虑。,931,89766,89766,搞笑&&鬼畜调教&&洗脑循环&&蜜汁带感&&电动车&&卢本伟&&诸葛亮&&王朗&&台铃&&周某,【逮虾户】没有人比我更懂骑车,331
341,Dark-Van奇,http://www.bilibili.com/video/av285502753,建议改为 埃及决斗,1325,89115,89115,动物世界&&动物变胖&&JOJO&&DIO,埃  及  决  斗,144
342,九块六丶,http://www.bilibili.com/video/av795839737,"重投了，实在不是我增加审核工作量，纯属手残误操作，我有罪



点点赞吧呜呜呜
ps：尼妹真好看",1901,88863,88863,东尼ookii&&rap&&鬼畜&&东尼,东尼OK首次说唱,314
343,冠希204,http://www.bilibili.com/video/av455556481,沉默啊沉默啊，不在沉默中爆发。。。就不爆发吧,4086,88490,88490,全能打卡挑战&&鬼畜调教&&自制&&鬼畜素材&&洗脑循环&&havana,【元首】Havana,445
344,孤山寂月,http://www.bilibili.com/video/av328054186,新人up主，求关注,1077,88472,88472,bilibili新星计划&&周淑怡&&鬼畜调教&&药水哥&&孙笑川&&旭旭宝宝&&pdd&&乔碧萝,【爆笑鬼畜剧】周淑怡，药水哥，孙笑川，旭旭宝宝，pdd，乔碧萝主演,376
345,老曦曦,http://www.bilibili.com/video/av285609170,爆肝的第二集，再次希望数据能够表现的好一点，想说的话都放在了评论区,1734,88078,88078,bilibili新星计划&&我的世界&&猫和老鼠&&自制&&MC&&鬼畜配音&&猫和老鼠鬼畜&&鬼畜&&我的世界动画&&卢本伟,用MC的方式打开猫和老鼠—第二集,1431
346,我想吃盖饭,http://www.bilibili.com/video/av968174669,"【卢本熊】第一集：BV1j54y1D7bm
【卢本熊】第二集：BV1EK411W78V
【卢本熊】第四集：BV1op4y1Q7Fd
【卢本熊】第五集：BV11v411z73i
喜欢的话，不妨三连~
持续连载中~定个小目标，两天一更！
关注投币点赞收藏对我帮助很大！
谢谢各位了！",1789,87783,87783,全能打卡挑战&&动物世界&&搞笑&&五五开&&倒霉熊&&卢本伟&&鬼畜剧&&PDD&&骚猪&&鬼畜,原 声 大 碟【卢本熊】第三集 决战丛林 卢本伟大战骚猪,739
347,珊小糊,http://www.bilibili.com/video/av540524849,"《论川建国如何搞垮美国媒体？》
美国媒体 第四权力
监督两党
维护公民利益
舆论之力 民众之息
若可间离
必垮自由之基
笼中之对 空承之计
骗美民意
已创竞选奇迹
此番毁抵 正合川意
祸水东移
一石二鸟之计
推特对线质疑
白宫发文狠批
大泼脏水 诬陷媒体
你说川毁美帝
炮轰尔乃政敌
混水摸鱼 以愚民意
刻意丑化媒体
形成官媒对立
鹬蚌相争 皆失信义
官无可树权威
民无可信媒体
上下异心 触之即离",3404,87511,87511,bilibili新星计划&&张召忠&&川建国&&RAP&&美帝&&Trump&&鬼畜调教&&川普&&Smooth Criminal&&鬼畜,【川普&amp;局座】舌 战 群 辱,622
348,菇味可樂糖,http://www.bilibili.com/video/av243277410,"每天一遍，防止抑郁！
防弹的沙雕素材也太多了！！！！

素材来源于网络
不要脸的在简介要个三连  不过分吧",11082,87486,87486,防弹少年团&&搞笑&&朴智旻&&金泰亨&&金南俊&&田柾国&&闵玧其&&金硕珍&&郑号锡&&鬼畜,【BTS】南韩知名搞笑艺人出演大吹打！方时赫看了想跳舞 闵玧其听了直流泪,613
349,ZHAO怼怼,http://www.bilibili.com/video/av625790442,"爆笑虫子第二弹，观众老爷喜欢的话点个免费的赞呗，支持一下小up主，怼怼在这里谢谢了，蟹蟹蟹蟹蟹蟹
动画：爆笑虫子第三季第九集
红虫子扮演者：PDD
黄虫子扮演者：卢本伟
屎壳郎扮演者：大司马",442,87163,87163,搞笑剪辑&&卢本伟&&大司马&&PDD&&鬼畜配音&&爆笑虫子,【爆笑虫子】破冰行动,94
350,ZHAO怼怼,http://www.bilibili.com/video/av328307505,"观众老爷们点个赞呗，怼怼在此谢过了，蟹蟹蟹蟹蟹蟹
灵感来源：BV1e54y1D7et
动       画：爆笑虫子第三季第二集
红虫子演出者：PDD
黄虫子演出者：卢本伟
屎壳郎演出者：大司马",464,87083,87083,bilibili新星计划&&卢本伟&&大司马&&PDD&&鬼畜配音,【爆笑虫子】火焰,77
351,胖太猪,http://www.bilibili.com/video/av285702043,原版视频 BV1wx411h79T,1958,86717,86717,bilibili新星计划&&张大仙&&搞笑&&鬼畜调教&&生活&&游戏&&日常&&手机游戏&&电子竞技&&王者荣耀,胖仙の世界,963
391,蟹蟹繁繁,http://www.bilibili.com/video/av583080317,"王者荣耀的骚台词rap，一人饮酒醉。最纯正的王者喊麦，你一定从未听过！
BGM：一人饮酒醉
制作：蟹蟹繁繁
好看传送门：
第二弹：【王者荣耀全明星】多 人 运 动 BV1XC4y1W7Fu
第一弹：【王者荣耀RAP】王者开车 骚话农药！ BV1J7411S7yz（内置送会员）",2503,73568,73568,bilibili新星计划&&电子竞技&&王者荣耀&&rap&&骚话&&一人我饮酒醉&&喊麦&&鬼畜&&惊雷&&抖腿,【王者骚话全明星】一 人 饮 酒 醉,646
392,曾阿牛hhh,http://www.bilibili.com/video/av968362025,【爆笑虫子】第三集雷电  新人up希望多多支持，后面继续肝,640,72900,72900,卢本伟&&鬼畜调教&&鬼畜&&旭旭宝宝&&pdd&&爆笑虫子,爆笑虫子 【雷电】,204
393,平凡的正经人,http://www.bilibili.com/video/av540825306,彳亍不彳亍,1721,72674,72674,bilibili新星计划&&卢本伟&&五五开&&PDD&&旭旭宝宝&&猫和老鼠&&搞笑&&孙笑川,【猫和老鼠】天皇午睡,670
394,洛温阿㭙金森,http://www.bilibili.com/video/av328054342,别忘了给个三连支持哟,3003,72386,72386,金靴子&&佩奇&&花少北丶&&小猪少北&&阴阳怪气&&小猪佩奇&&花少北&&鬼畜调教&&鬼畜剧&&少北&&阴阳怪气男团&&恶搞,【鬼畜剧】小猪少北（中）,1840
395,鲶鱼阿超,http://www.bilibili.com/video/av668094024,"原素材:爱奇艺
西游记《泪洒隐雾山》
就问这个视频彳亍不彳亍",1966,72311,72311,奥利给&&岛市老八&&搞笑&&巨魔战将&&鬼畜调教&&老八,美呕王捉药记,641
396,金牌主厨,http://www.bilibili.com/video/av200638462,,574,71869,71869,芜湖大司马&&语音包搞笑,大司马：我要教你我是怎么康特他的,306
397,不吃花生的夏洛克,http://www.bilibili.com/video/av200787786,,1224,71743,71743,鬼畜调教&&搞笑&&王雷&&康熙&&鬼畜&&林北&&王雷卖鱼,王 雷 怒 斥 群 臣,201
441,约谈人参,http://www.bilibili.com/video/av285689081,任你刷我千百屏，我仍待你如初见！大紧，咱们鬼畜见！,210,61926,61926,高晓松&&鬼畜调教&&三国志战略版,高晓松快把我折腾死了，这是成年人玩的游戏啊！,92
442,深度研究所,http://www.bilibili.com/video/av668322672,"中文字幕，转自：https://youtu.be/ttwJbTLLyXI
转载自油管：Maestro Ziikos
感谢观看，三连关注，下期再见",467,61759,61759,鬼畜调教&&川建国&&鬼畜素材&&洗脑循环&&DONALDTRUMP&&YOUTUBE&&搞笑&&鬼畜&&特朗普&&川普,油管上一个亿的特朗普的鬼畜,59
443,AB鲜,http://www.bilibili.com/video/av838176993,"一条白 一条青
千年的蛇精
Skr~",1086,61543,61543,全能打卡挑战&&搞笑&&鬼畜调教&&大威天龙&&赵文卓&&法海&&青蛇&&米奇妙妙屋&&鬼畜&&洗脑,大 威 天 龙 屋,232
444,一只爵士猫,http://www.bilibili.com/video/av710643418,第一次尝试调音  大家笑一笑就好,1067,61020,61020,骆歆&&英雄联盟&&周杰伦&&周淑怡&&鬼畜&&搞笑,【周淑怡】霍元甲,322
445,漠子哥是个好人,http://www.bilibili.com/video/av668195438,"BGM-one more night

这一作本来只有前半段，为了响应漠子哥净化互联网的号召，后来硬着头皮又填了半段词进去，个人感觉填的不是特别满意，而且前半段节奏卡的稍微有点问题。
不过这次基本都是截取的整句很少有拼词所以听起来效果应该比上一作好一点点。

第一期：BV1iT4y137Ad
本期：BV1Da4y1i7aA
第三期：BV1m54y1D7k9
第四期：BV1hZ4y1W7H",609,61005,61005,防道少女团&&果哝双子&&一马平川的妥妥&&鬼畜调教&&漠漠&&伢伢gagako&&原创,漠子哥在线rap教你净化互联网,113
446,張小她,http://www.bilibili.com/video/av455831829,BGM原创.，对原视频中原本的内容和行为不做评价，万物皆为素材罢了。祝视频里的两位同学可以实现自己的愿望，考上理想的学校～,915,60994,60994,乐队&&吉他&&鬼畜&&调教&&音乐&&搞笑&&洗脑&&电吉他&&贝斯&&架子鼓,建议改成：我 要 上 大 学,233
447,鸡鸡·夫斯基,http://www.bilibili.com/video/av200609309,这波欧气吸不动了饱了谢谢了老铁,758,60910,60910,古力娜扎&&杨超越&&全明星RAP&&孙笑川,【全明星rap】带 带 欧 气,376
448,网络话事人,http://www.bilibili.com/video/av498305594,上个视频没弄好 从发一下~,834,60668,60668,全能打卡挑战&&爱情公寓&&鬼畜调教&&夕阳红&&PDD&&CSGO茄子&&大司马&&卢本伟&&卢姥爷&&五五开,【夕阳红公寓】夕阳红饭堂开饭啦~,528
449,霉斑菌,http://www.bilibili.com/video/av285733019,撒硕的第三次战役已经绝迹，第四次战役正悄然开始,801,60554,60554,bilibili新星计划&&老八&&奥利给&&五五开&&搞笑&&重口,重口勿入，先呕为敬，老八的第四次战役,144
450,粗犷毛线君,http://www.bilibili.com/video/av243348865,三连多多，整活多多,776,60335,60335,搞笑剪辑&&搞笑&&小鸟伏特加&&哈拉少&&海绵宝宝&&老八,雷霆嘎巴报菜名，无情哈拉少,118
467,玉米地里受过骗,http://www.bilibili.com/video/av795701074,一个应该搞笑的视频。,414,56938,56938,旭旭宝宝&&大马猴&&老吊&&鬼畜配音&&鬼畜调教&&搞笑&&日常,人类早期驯服野生旭旭宝宝视频,47
